rooms,cafe_count,cafe_present,restaurant_count,restaurant_present,bar_count,bar_present,pub_count,pub_present,fast_food_count,fast_food_present,school_count,school_present,university_count,university_present,library_count,library_present,hospital_count,hospital_present,clinic_count,clinic_present,pharmacy_count,pharmacy_present,bank_count,bank_present,atm_count,atm_present,bus_station_count,bus_station_present,parking_count,parking_present,total_amenities,area_numeric,price_numeric
4.0,1,1,4,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,10,81.0,2280
4.0,3,1,9,1,0,0,0,0,2,1,1,1,0,0,2,1,0,0,0,0,1,1,4,1,4,1,0,0,13,1,39,81.0,2280
4.0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,1,1,0,0,0,0,11,81.0,2280
4.0,0,0,8,1,1,1,0,0,5,1,0,0,0,0,1,1,0,0,0,0,1,1,2,1,4,1,0,0,2,1,24,81.0,2280
4.0,1,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,3,1,10,81.0,2280
4.0,3,1,7,1,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,2,1,1,1,2,1,0,0,3,1,23,81.0,2280
4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,81.0,2280
4.0,3,1,14,1,0,0,3,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,0,0,0,0,30,81.0,2280
4.0,1,1,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,1,13,81.0,2280
4.5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1,9,117.0,3480
4.5,4,1,14,1,4,1,2,1,5,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,7,1,41,117.0,3480
4.5,4,1,14,1,4,1,2,1,5,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,7,1,41,117.0,3480
4.5,3,1,18,1,4,1,2,1,7,1,3,1,0,0,0,0,0,0,3,1,2,1,0,0,1,1,0,0,9,1,52,117.0,3480
4.5,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,6,117.0,3480
4.5,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,6,117.0,3480
4.5,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,6,117.0,3480
4.5,2,1,11,1,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,1,0,0,4,1,0,0,12,1,35,117.0,3480
4.5,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,1,0,0,2,1,17,117.0,3480
4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,117.0,3480
4.5,8,1,25,1,4,1,2,1,12,1,2,1,0,0,1,1,0,0,5,1,4,1,6,1,5,1,0,0,3,1,77,117.0,3480
4.5,2,1,8,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,3,1,5,1,2,1,0,0,1,1,25,117.0,3480
4.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117.0,3480
4.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117.0,3480
4.5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,5,117.0,3480
4.5,8,1,25,1,4,1,2,1,12,1,2,1,0,0,1,1,0,0,5,1,4,1,6,1,5,1,0,0,3,1,77,117.0,3480
4.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117.0,3480
4.5,1,1,7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,12,117.0,3480
4.5,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,117.0,3480
4.5,0,0,5,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,9,108.0,2490
4.5,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,6,108.0,2490
4.5,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,108.0,2490
4.5,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,1,10,108.0,2490
4.5,1,1,5,1,1,1,0,0,0,0,3,1,0,0,1,1,0,0,1,1,1,1,1,1,2,1,0,0,0,0,16,108.0,2490
4.5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,5,108.0,2490
4.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108.0,2490
4.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,108.0,2490
4.5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,5,108.0,2490
4.5,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,3,1,8,108.0,2490
4.5,0,0,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,1,12,108.0,2490
4.5,1,1,3,1,0,0,0,0,1,1,2,1,0,0,1,1,0,0,0,0,1,1,0,0,3,1,0,0,3,1,15,108.0,2490
4.5,0,0,4,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,8,108.0,2490
4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,108.0,2490
4.5,1,1,7,1,8,1,3,1,2,1,2,1,0,0,0,0,0,0,0,0,4,1,2,1,4,1,0,0,2,1,35,108.0,2490
4.5,2,1,2,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,10,108.0,2490
4.5,1,1,4,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,1,1,1,1,1,0,0,0,0,11,108.0,2490
4.5,6,1,15,1,1,1,2,1,2,1,2,1,0,0,1,1,0,0,0,0,1,1,2,1,3,1,0,0,10,1,45,108.0,2490
5.5,5,1,17,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,4,1,4,1,4,1,0,0,5,1,43,170.0,3590
5.5,5,1,31,1,10,1,1,1,10,1,3,1,0,0,4,1,0,0,1,1,3,1,1,1,3,1,0,0,0,0,72,170.0,3590
5.5,1,1,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,11,170.0,3590
5.5,0,0,2,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,170.0,3590
5.5,0,0,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,170.0,3590
5.5,2,1,11,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,2,1,4,1,4,1,0,0,6,1,33,170.0,3590
5.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,170.0,3590
5.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,170.0,3590
5.5,2,1,4,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,4,1,1,1,0,0,0,0,1,1,16,170.0,3590
5.5,0,0,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,170.0,3590
5.5,1,1,9,1,5,1,2,1,2,1,0,0,0,0,1,1,0,0,0,0,3,1,1,1,2,1,0,0,8,1,34,170.0,3590
5.5,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,11,170.0,3590
5.5,1,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,170.0,3590
5.5,4,1,14,1,2,1,0,0,3,1,2,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,11,1,40,170.0,3590
5.5,1,1,7,1,8,1,3,1,2,1,2,1,0,0,0,0,0,0,0,0,4,1,2,1,4,1,0,0,2,1,35,170.0,3590
5.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,170.0,3590
5.5,0,0,1,1,0,0,0,0,3,1,2,1,0,0,1,1,0,0,0,0,1,1,1,1,3,1,0,0,2,1,14,170.0,3590
5.5,0,0,3,1,2,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,11,170.0,3590
5.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,170.0,3590
5.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,140.0,2030
5.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,140.0,2030
5.0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,4,1,10,140.0,2030
5.0,2,1,10,1,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,19,140.0,2030
5.0,1,1,5,1,1,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1,1,1,1,0,0,4,1,16,140.0,2030
5.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140.0,2030
5.0,5,1,14,1,4,1,5,1,9,1,1,1,0,0,5,1,0,0,0,0,1,1,4,1,1,1,1,1,4,1,54,140.0,2030
5.0,1,1,4,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,1,1,1,1,1,0,0,0,0,11,140.0,2030
5.0,2,1,4,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,11,140.0,2030
5.0,0,0,3,1,2,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,11,140.0,2030
5.0,5,1,14,1,4,1,5,1,9,1,1,1,0,0,5,1,0,0,0,0,1,1,4,1,1,1,1,1,4,1,54,140.0,2030
5.0,4,1,6,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,1,1,1,0,0,13,1,30,140.0,2030
5.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,140.0,2030
5.0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,2,1,0,0,0,0,10,140.0,2030
5.0,2,1,9,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,4,1,4,1,1,1,0,0,1,1,25,140.0,2030
5.0,5,1,6,1,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,4,1,0,0,1,1,0,0,2,1,26,140.0,2030
5.0,4,1,26,1,4,1,0,0,10,1,0,0,4,1,5,1,0,0,0,0,5,1,4,1,4,1,0,0,21,1,87,140.0,2030
5.0,5,1,9,1,5,1,0,0,2,1,0,0,0,0,2,1,0,0,0,0,3,1,1,1,0,0,0,0,0,0,27,140.0,2030
5.0,6,1,16,1,8,1,1,1,4,1,1,1,0,0,6,1,0,0,0,0,5,1,2,1,1,1,0,0,1,1,51,140.0,2030
5.5,2,1,8,1,1,1,1,1,5,1,1,1,0,0,1,1,0,0,0,0,2,1,2,1,3,1,0,0,0,0,26,122.0,2590
5.5,0,0,7,1,1,1,1,1,4,1,3,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,6,1,25,122.0,2590
5.5,7,1,21,1,2,1,2,1,5,1,1,1,0,0,0,0,0,0,2,1,2,1,2,1,2,1,0,0,0,0,46,122.0,2590
5.5,0,0,8,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,1,2,1,5,1,0,0,5,1,25,122.0,2590
5.5,1,1,10,1,0,0,2,1,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,3,1,22,122.0,2590
5.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,122.0,2590
5.5,2,1,4,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,4,1,1,1,0,0,0,0,1,1,16,122.0,2590
5.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,122.0,2590
5.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,122.0,2590
5.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,122.0,2590
5.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,122.0,2590
5.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122.0,2590
5.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,122.0,2590
5.5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,1,7,122.0,2590
5.5,11,1,40,1,8,1,4,1,15,1,1,1,0,0,2,1,0,0,0,0,4,1,0,0,4,1,0,0,5,1,94,122.0,2590
5.5,8,1,22,1,2,1,0,0,1,1,0,0,0,0,3,1,0,0,1,1,4,1,4,1,6,1,0,0,5,1,56,122.0,2590
5.5,5,1,17,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,4,1,4,1,4,1,0,0,5,1,43,122.0,2590
4.5,0,0,4,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,1,1,2,1,14,128.0,3270
4.5,2,1,7,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,14,128.0,3270
4.5,1,1,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,0,6,1,19,128.0,3270
4.5,0,0,6,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,11,128.0,3270
4.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,128.0,3270
4.5,2,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,4,1,15,128.0,3270
4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,128.0,3270
4.5,6,1,20,1,5,1,0,0,6,1,0,0,0,0,2,1,0,0,0,0,4,1,8,1,5,1,0,0,6,1,62,128.0,3270
4.5,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,9,128.0,3270
4.5,5,1,24,1,3,1,2,1,19,1,1,1,3,1,1,1,0,0,0,0,5,1,2,1,4,1,0,0,22,1,91,128.0,3270
4.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,128.0,3270
4.5,2,1,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,2,1,14,128.0,3270
4.5,6,1,16,1,8,1,1,1,4,1,1,1,0,0,6,1,0,0,0,0,5,1,2,1,1,1,0,0,1,1,51,128.0,3270
4.5,0,0,3,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,9,128.0,3270
4.5,6,1,16,1,8,1,1,1,4,1,1,1,0,0,6,1,0,0,0,0,5,1,2,1,1,1,0,0,1,1,51,128.0,3270
4.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,128.0,3270
4.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,128.0,3270
4.5,1,1,4,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,128.0,3270
4.5,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,3,1,0,0,3,1,12,128.0,3270
4.0,9,1,46,1,8,1,7,1,25,1,0,0,0,0,1,1,0,0,0,0,5,1,7,1,5,1,0,0,0,0,113,120.0,3480
4.0,1,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,8,120.0,3480
4.0,2,1,20,1,5,1,0,0,3,1,0,0,0,0,2,1,0,0,0,0,0,0,1,1,1,1,0,0,15,1,49,120.0,3480
4.0,1,1,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,9,120.0,3480
4.0,7,1,16,1,1,1,1,1,2,1,3,1,0,0,4,1,0,0,0,0,3,1,1,1,0,0,0,0,3,1,41,120.0,3480
4.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,120.0,3480
4.0,1,1,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,120.0,3480
4.0,2,1,7,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,14,120.0,3480
4.0,10,1,32,1,8,1,4,1,13,1,0,0,0,0,1,1,0,0,0,0,3,1,0,0,4,1,0,0,0,0,75,120.0,3480
4.0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,3,1,16,120.0,3480
4.0,5,1,26,1,3,1,0,0,3,1,1,1,0,0,2,1,0,0,0,0,4,1,0,0,1,1,0,0,1,1,46,120.0,3480
4.0,1,1,3,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,120.0,3480
4.0,2,1,11,1,5,1,5,1,5,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,1,33,120.0,3480
4.0,4,1,22,1,7,1,3,1,4,1,5,1,0,0,1,1,0,0,0,0,4,1,4,1,5,1,0,0,1,1,60,120.0,3480
4.0,0,0,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,120.0,3480
4.0,0,0,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,6,1,18,120.0,3480
5.0,0,0,3,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,110.0,2240
5.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,8,110.0,2240
5.0,1,1,5,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,5,1,0,0,5,1,23,110.0,2240
5.0,3,1,9,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,1,2,1,2,1,0,0,7,1,27,110.0,2240
5.0,1,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,110.0,2240
5.0,0,0,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,12,110.0,2240
5.0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,1,1,0,0,2,1,10,110.0,2240
5.0,2,1,4,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,13,110.0,2240
5.0,5,1,14,1,4,1,5,1,9,1,1,1,0,0,5,1,0,0,0,0,1,1,4,1,1,1,1,1,4,1,54,110.0,2240
5.0,8,1,18,1,0,0,0,0,3,1,0,0,0,0,1,1,0,0,1,1,4,1,0,0,2,1,0,0,1,1,38,110.0,2240
5.0,0,0,4,1,2,1,0,0,3,1,0,0,0,0,3,1,0,0,0,0,2,1,0,0,0,0,0,0,4,1,18,110.0,2240
5.0,0,0,4,1,1,1,0,0,0,0,2,1,0,0,2,1,0,0,0,0,1,1,2,1,0,0,0,0,22,1,34,110.0,2240
5.0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8,110.0,2240
5.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,8,110.0,2240
5.0,8,1,25,1,5,1,1,1,5,1,0,0,0,0,2,1,0,0,0,0,3,1,1,1,0,0,0,0,0,0,50,110.0,2240
5.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,110.0,2240
5.0,16,1,79,1,43,1,10,1,30,1,5,1,0,0,0,0,0,0,0,0,5,1,1,1,8,1,0,0,1,1,198,110.0,2240
5.0,1,1,4,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,3,1,3,1,0,0,5,1,19,110.0,2240
3.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,81.0,2140
3.5,1,1,7,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,3,1,1,1,1,1,0,0,0,0,16,81.0,2140
3.5,2,1,6,1,2,1,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,16,81.0,2140
3.5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,81.0,2140
3.5,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,81.0,2140
3.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,4,81.0,2140
3.5,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,6,81.0,2140
3.5,5,1,16,1,6,1,0,0,5,1,2,1,0,0,1,1,0,0,0,0,1,1,5,1,0,0,0,0,1,1,42,81.0,2140
3.5,0,0,3,1,0,0,0,0,1,1,3,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,3,1,13,81.0,2140
3.5,0,0,3,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,0,6,1,15,81.0,2140
3.5,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,81.0,2140
3.5,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,10,1,20,81.0,2140
3.5,3,1,14,1,3,1,1,1,5,1,4,1,0,0,0,0,0,0,0,0,3,1,0,0,2,1,0,0,3,1,38,81.0,2140
3.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,81.0,2140
3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,81.0,2140
3.5,9,1,17,1,0,0,3,1,2,1,1,1,0,0,2,1,0,0,0,0,4,1,3,1,1,1,0,0,1,1,43,81.0,2140
3.5,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,9,1,14,81.0,2140
3.5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,1,0,0,1,1,11,81.0,2140
5.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120.0,2490
5.0,1,1,4,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,4,1,1,1,0,0,0,0,15,120.0,2490
5.0,4,1,29,1,1,1,3,1,9,1,1,1,0,0,1,1,0,0,0,0,3,1,1,1,3,1,0,0,1,1,56,120.0,2490
5.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,4,120.0,2490
5.0,1,1,8,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,0,1,1,18,120.0,2490
5.0,0,0,4,1,0,0,0,0,1,1,3,1,0,0,2,1,0,0,1,1,1,1,0,0,1,1,0,0,2,1,15,120.0,2490
5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,120.0,2490
5.0,2,1,14,1,4,1,1,1,16,1,0,0,0,0,0,0,0,0,0,0,3,1,5,1,5,1,0,0,8,1,58,120.0,2490
5.0,1,1,6,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,1,1,13,120.0,2490
5.0,2,1,13,1,9,1,0,0,5,1,2,1,0,0,3,1,0,0,0,0,4,1,2,1,1,1,0,0,4,1,45,120.0,2490
5.0,1,1,6,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,13,1,24,120.0,2490
5.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,120.0,2490
5.0,0,0,3,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,4,1,13,120.0,2490
5.0,2,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,120.0,2490
5.0,2,1,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,0,0,13,120.0,2490
5.0,2,1,21,1,1,1,1,1,6,1,4,1,0,0,1,1,0,0,1,1,3,1,1,1,1,1,0,0,2,1,44,120.0,2490
5.0,0,0,8,1,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,1,2,1,1,1,0,0,3,1,20,120.0,2490
