address,price,lat,lon,property_id,rooms,area,cafe_count,cafe_present,restaurant_count,restaurant_present,bar_count,bar_present,pub_count,pub_present,fast_food_count,fast_food_present,school_count,school_present,university_count,university_present,library_count,library_present,hospital_count,hospital_present,clinic_count,clinic_present,pharmacy_count,pharmacy_present,bank_count,bank_present,atm_count,atm_present,bus_station_count,bus_station_present,parking_count,parking_present,total_amenities
"Anna-Heer-Strasse 16, 8057 Zürich",,47.3995807,8.541604131681714,4002062461,5.5,260m²,26,1,113,1,20,1,2,1,48,1,11,1,3,1,9,1,0,0,3,1,15,1,9,1,18,1,0,0,38,1,315
"Anna-Heer-Strasse 14, 8057 Zürich",,47.3997054,8.541471626099582,4002062455,5.5,260m²,27,1,115,1,20,1,4,1,50,1,11,1,3,1,9,1,0,0,3,1,13,1,10,1,20,1,0,0,40,1,325
"Niklaus Konrad-Strasse 4, 4500 Solothurn",,47.204513902108786,7.539104019684887,4002053937,5.5,260m²,26,1,131,1,19,1,10,1,29,1,4,1,0,0,6,1,0,0,0,0,6,1,19,1,21,1,0,0,30,1,301
"Sägestr. 78, 3098 Köniz",,46.923499199999995,7.412723249999999,4002038494,5.5,260m²,20,1,85,1,8,1,1,1,27,1,6,1,0,0,6,1,0,0,1,1,9,1,7,1,15,1,0,0,19,1,204
"Hermann-Lienhardstrasse, 2502 Biel, 2504 Biel",,47.15335971802163,7.266918113897638,4002037903,5.5,260m²,29,1,101,1,28,1,2,1,36,1,12,1,3,1,4,1,0,0,5,1,10,1,9,1,24,1,0,0,53,1,316
"Regensdorferstrasse 65, 8049 Zürich",,47.4057851,8.491669648527166,4002028608,5.5,260m²,10,1,35,1,3,1,0,0,25,1,5,1,0,0,3,1,0,0,0,0,9,1,4,1,10,1,0,0,20,1,124
"Anna-Heer-Strasse 14, 8057 Zürich",,47.3997054,8.541471626099582,4002026835,5.5,260m²,27,1,115,1,20,1,4,1,50,1,11,1,3,1,9,1,0,0,3,1,13,1,10,1,20,1,0,0,40,1,325
"Anna-Heer-Strasse 16, 8057 Zürich",,47.3995807,8.541604131681714,4002026834,5.5,260m²,26,1,113,1,20,1,2,1,48,1,11,1,3,1,9,1,0,0,3,1,15,1,9,1,18,1,0,0,38,1,315
"Käferholzstrasse 42, 8057 Zürich",,47.4019184,8.531843385657393,4002002445,5.5,260m²,35,1,132,1,23,1,4,1,55,1,14,1,2,1,7,1,0,0,4,1,17,1,9,1,20,1,0,0,44,1,366
"Anna-Heer-Strasse 14, 8057 Zürich",,47.3997054,8.541471626099582,4001923964,5.5,260m²,27,1,115,1,20,1,4,1,50,1,11,1,3,1,9,1,0,0,3,1,13,1,10,1,20,1,0,0,40,1,325
"Schwendetalstrasse 13, 9057 Schwende",,47.30717810735074,9.435084607601722,4001516464,5.5,260m²,5,1,6,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,2,1,0,0,21,1,38
"Hubenstrasse 19, 8057 Zürich",,47.4034427,8.559250955954088,4002075486,6.5,170m²,52,1,193,1,21,1,5,1,72,1,25,1,2,1,10,1,0,0,6,1,23,1,12,1,37,1,0,0,74,1,532
"11 rue neuve du Molard, 1204 Genève",,46.2033385,6.1491184,4002070837,6.5,170m²,101,1,355,1,50,1,19,1,70,1,6,1,1,1,11,1,1,1,2,1,37,1,23,1,21,1,0,0,25,1,722
"Kirchgasse 4, 8524 Uesslingen",,47.580021599999995,8.829747663121518,4002066542,6.5,170m²,6,1,34,1,5,1,1,1,17,1,4,1,0,0,3,1,0,0,2,1,1,1,3,1,11,1,0,0,14,1,101
"Sonneggstr. 41, 8006 Zürich",,47.380462,8.545837108916057,4002065355,6.5,170m²,132,1,316,1,55,1,24,1,121,1,28,1,2,1,23,1,0,0,9,1,38,1,26,1,48,1,0,0,33,1,855
"Bifitstrasse 80, 3145 Niederscherli",,46.881679649999995,7.382850310572916,4002065312,6.5,170m²,3,1,9,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,1,0,0,3,1,19
"Talstrasse 23, 4112 Flüh",,47.4860836,7.498951124978069,4002060877,6.5,170m²,3,1,24,1,0,0,1,1,0,0,5,1,0,0,1,1,0,0,0,0,3,1,4,1,2,1,0,0,4,1,47
"Oberdorfgasse 39, 4107 Ettingen",,47.4762327,7.5453864,4002060876,6.5,170m²,4,1,27,1,0,0,1,1,2,1,7,1,0,0,2,1,0,0,0,0,5,1,5,1,6,1,0,0,18,1,77
"Untere Grundgasse 11, 9500 Wil SG",,47.471886989331885,9.057533759287113,4002055241,6.5,170m²,9,1,59,1,9,1,2,1,7,1,9,1,0,0,3,1,0,0,0,0,7,1,13,1,13,1,1,1,8,1,140
"Centralstrasse 25, 2540 Grenchen",,47.19389355,7.395187744893286,4002038690,6.5,170m²,4,1,40,1,0,0,4,1,2,1,2,1,0,0,2,1,0,0,2,1,1,1,3,1,3,1,0,0,9,1,72
"Im Heugarten 47, 8617 Mönchaltorf",,47.3090093,8.725236969259775,4002038572,6.5,170m²,8,1,38,1,1,1,0,0,9,1,3,1,0,0,5,1,0,0,0,0,3,1,6,1,5,1,1,1,18,1,97
"Saumackerstrasse 28, 8048 Zürich",,47.3887156,8.488407815217391,4002021063,6.5,170m²,40,1,132,1,10,1,4,1,46,1,22,1,0,0,3,1,0,0,7,1,11,1,10,1,24,1,0,0,39,1,348
"Seestrasse 51, 8805 Richterswil",,47.2124572,8.702375165932201,4002012549,6.5,170m²,10,1,54,1,7,1,2,1,8,1,8,1,0,0,2,1,0,0,3,1,5,1,7,1,17,1,0,0,23,1,146
"Seestrasse 623, 8706 Meilen",,47.267748350000005,8.642523801279976,4002007176,6.5,170m²,8,1,27,1,3,1,0,0,8,1,4,1,0,0,4,1,1,1,0,0,6,1,8,1,7,1,0,0,14,1,90
"Föhrlibuckstrasse 7, 8304 Wallisellen",,47.409209700000005,8.603307650000005,4002002381,6.5,170m²,34,1,121,1,7,1,1,1,44,1,10,1,0,0,6,1,0,0,4,1,16,1,11,1,31,1,0,0,195,1,480
"Schlösslistrasse 13, 8044 Zürich",,47.385263,8.556671469917257,4001994154,6.5,170m²,27,1,76,1,5,1,2,1,21,1,15,1,1,1,16,1,0,0,0,0,10,1,4,1,10,1,0,0,16,1,203
"Via Capriccio 16, 6855 Stabio",,45.848677963641954,8.933513949249786,4001986951,6.5,170m²,2,1,11,1,7,1,0,0,3,1,0,0,0,0,4,1,0,0,2,1,4,1,3,1,1,1,0,0,0,0,37
"Sonneggstr. 41, 8006 Zürich",,47.380462,8.545837108916057,4001983883,6.5,170m²,132,1,316,1,55,1,24,1,121,1,28,1,2,1,23,1,0,0,9,1,38,1,26,1,48,1,0,0,33,1,855
"Underem Berg 9, 8475 Ossingen",,47.61406635,8.722711651898727,4001978739,6.5,170m²,2,1,13,1,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,1,5,1,0,0,8,1,35
"Route de Cossonay 57, 1008 Prilly",,46.5371779,6.601186397571567,4001978380,6.5,170m²,10,1,51,1,8,1,4,1,19,1,3,1,3,1,5,1,0,0,1,1,11,1,5,1,4,1,0,0,17,1,141
"Hauptstrasse 24, 8114 Dänikon ZH",,47.4460003,8.406764497030906,4001972093,6.5,170m²,3,1,29,1,2,1,0,0,10,1,2,1,0,0,2,1,0,0,0,0,3,1,4,1,6,1,0,0,16,1,77
"Siewerdtstrasse 75, 8050 Zürich",,47.41222707079166,8.554573319832105,4001964230,2.5,33m²,40,1,169,1,21,1,4,1,52,1,23,1,3,1,6,1,0,0,4,1,20,1,11,1,32,1,0,0,74,1,459
"Passage Perdonnet 1, 1005 Lausanne",,46.520913,6.640209787160385,4001963201,2.5,33m²,60,1,262,1,44,1,34,1,90,1,17,1,2,1,16,1,0,0,4,1,40,1,23,1,37,1,2,1,44,1,675
"Rotwandstrasse 66, 8004 Zürich",,47.3758876,8.5294158,4001961027,2.5,33m²,165,1,521,1,153,1,47,1,201,1,27,1,1,1,13,1,0,0,12,1,43,1,47,1,62,1,0,0,45,1,1337
"Kapfstrasse 31, 8032 Zürich",,47.36278985,8.570155449194985,4001960413,2.5,33m²,45,1,97,1,9,1,2,1,20,1,15,1,1,1,8,1,0,0,6,1,18,1,10,1,18,1,0,0,28,1,277
"Wallenrütistrasse 16, 8234 Stetten SH",,47.73463605,8.656805457356477,4001889258,2.5,33m²,4,1,22,1,1,1,0,0,3,1,4,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,15,1,53
"Hinterbergstrasse 106, 8044 Zürich",,47.38514105,8.559907746084386,4001869489,2.5,33m²,23,1,68,1,5,1,2,1,14,1,13,1,1,1,14,1,0,0,0,0,9,1,3,1,9,1,0,0,14,1,175
"Spindelstrasse 9, 8041 Zürich",,47.33939796163503,8.518220321786435,4001765417,2.5,33m²,28,1,96,1,13,1,4,1,28,1,12,1,0,0,5,1,0,0,3,1,12,1,8,1,14,1,0,0,21,1,244
"Kreuzstrasse 3a, 3052 Zollikofen",,46.996241399986204,7.46113435005046,4001731221,2.5,33m²,7,1,44,1,3,1,1,1,20,1,2,1,0,0,6,1,0,0,2,1,8,1,12,1,15,1,1,1,49,1,170
"Kreuzstrasse 5, 3052 Zollikofen",,46.997130150000004,7.460558053618102,4001731198,2.5,33m²,6,1,43,1,4,1,1,1,19,1,2,1,0,0,6,1,0,0,1,1,7,1,10,1,14,1,0,0,49,1,162
"Grabenweg 15, 8484 Weisslingen",,47.42847146408095,8.769254069734341,4001671881,2.5,33m²,0,0,9,1,0,0,0,0,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,28,1,43
"Asylstrasse 14, 8953 Dietikon",,47.40164435,8.405244750457825,4001213834,2.5,33m²,10,1,69,1,11,1,5,1,35,1,3,1,0,0,1,1,0,0,0,0,8,1,9,1,12,1,0,0,46,1,209
"Nauengasse 14, 8427 Rorbas",,47.5326945,8.576552032786482,4002080956,2.5,33m²,3,1,26,1,2,1,1,1,7,1,2,1,0,0,1,1,0,0,0,0,4,1,6,1,2,1,0,0,92,1,146
6353 Weggis,,47.03189628530987,8.433771373374139,4002076708,2.5,33m²,4,1,10,1,2,1,0,0,1,1,1,1,0,0,2,1,0,0,2,1,1,1,0,0,2,1,0,0,13,1,38
"Zollstrasse 14, 8219 Trasadingen",,47.66409265,8.433804350000003,4002067496,2.5,33m²,3,1,16,1,2,1,0,0,2,1,1,1,0,0,5,1,0,0,1,1,1,1,9,1,4,1,0,0,12,1,56
"Käsereistrasse 2 / 4 / 6, 8919 Rottenschwil",,47.315124460676564,8.363178536793532,4002065576,2.5,33m²,2,1,28,1,2,1,0,0,4,1,3,1,0,0,2,1,0,0,1,1,2,1,4,1,6,1,0,0,14,1,68
"Ilbachstrasse 14, 4228 Erschwil",,47.3750290204464,7.536895680856094,4002064525,2.5,33m²,1,1,8,1,0,0,1,1,0,0,2,1,0,0,1,1,0,0,0,0,1,1,4,1,1,1,0,0,5,1,24
"Rietstrasse 6, 8702 Zollikon",,47.3461825,8.576322881476464,4002062055,2.5,33m²,20,1,54,1,4,1,1,1,7,1,8,1,0,0,4,1,0,0,7,1,8,1,8,1,15,1,0,0,19,1,155
"Rue des Epinettes, 1227 Carouge",,46.18874213266147,6.137177738468982,4002059679,2.5,33m²,83,1,366,1,49,1,10,1,54,1,6,1,14,1,22,1,0,0,5,1,48,1,38,1,12,1,0,0,75,1,782
"Röschenzerstrasse, 4053 Basel",,47.54061313569169,7.587552213860931,4002059059,2.5,33m²,50,1,172,1,27,1,8,1,32,1,11,1,3,1,22,1,0,0,7,1,31,1,29,1,25,1,0,0,20,1,437
"Untere Grundgasse 11, 9500 Wil SG",,47.471886989331885,9.057533759287113,4002055240,2.5,33m²,9,1,59,1,9,1,2,1,7,1,9,1,0,0,3,1,0,0,0,0,7,1,13,1,13,1,1,1,8,1,140
"Untere Grundgasse 11, 9500 Wil SG",,47.471886989331885,9.057533759287113,4002055239,4.5,170m²,9,1,59,1,9,1,2,1,7,1,9,1,0,0,3,1,0,0,0,0,7,1,13,1,13,1,1,1,8,1,140
"Böndlerstrasse 54, 8802 Kilchberg ZH",,47.31596745,8.54880834858756,4002049676,4.5,170m²,10,1,51,1,1,1,1,1,8,1,6,1,0,0,2,1,0,0,3,1,8,1,11,1,7,1,0,0,52,1,160
"Grossfeldstrasse 7, 6010 Kriens",,47.0332402,8.283929931561875,4002045481,4.5,170m²,29,1,96,1,21,1,7,1,25,1,3,1,1,1,3,1,0,0,0,0,9,1,9,1,9,1,0,0,176,1,388
"Gmeindrütistrasse 11, 8630 Rüti ZH",,47.26159345881681,8.867779674601445,4002028503,4.5,170m²,11,1,38,1,5,1,1,1,14,1,1,1,0,0,1,1,0,0,2,1,2,1,7,1,8,1,1,1,31,1,122
"Chemin de Chamblandes 55, 1009 Pully",,46.5081511,6.644447980223605,4001984340,4.5,170m²,16,1,78,1,7,1,4,1,20,1,9,1,0,0,4,1,0,0,0,0,12,1,5,1,12,1,1,1,10,1,178
"Sonneggstr. 41, 8006 Zürich",,47.380462,8.545837108916057,4001983884,4.5,170m²,132,1,316,1,55,1,24,1,121,1,28,1,2,1,23,1,0,0,9,1,38,1,26,1,48,1,0,0,33,1,855
"Weiherweg 38, 4054 Basel",,47.5537867,7.5761886,4001979979,4.5,170m²,77,1,241,1,44,1,9,1,55,1,12,1,4,1,20,1,1,1,7,1,43,1,30,1,34,1,0,0,29,1,606
"Hermann-Lienhard-Strasse 1e, 2502 Biel, 2505 Biel",,,,4001979606,4.5,170m²,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hermann-Lienhard-Strasse 1e, 2502 Biel, 2505 Biel",,,,4001957145,4.5,170m²,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rotwandstrasse 66, 8004 Zürich",,47.3758876,8.5294158,4001950379,4.5,170m²,165,1,521,1,153,1,47,1,201,1,27,1,1,1,13,1,0,0,12,1,43,1,47,1,62,1,0,0,45,1,1337
"Grabenweg 17, 8484 Weisslingen",,47.4296268,8.76936175209196,4001840960,4.5,170m²,2,1,17,1,2,1,1,1,3,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,4,1,0,0,28,1,61
1012 Lausanne,,46.525320238787025,6.654456749929478,4001508481,4.5,170m²,16,1,103,1,19,1,10,1,22,1,5,1,1,1,10,1,0,0,1,1,11,1,7,1,7,1,0,0,24,1,236
"Motorenstrasse, 8005 Zürich",,47.38434396427632,8.528439931722138,4002078840,4.5,170m²,132,1,418,1,134,1,34,1,173,1,19,1,1,1,8,1,0,0,12,1,30,1,17,1,50,1,0,0,43,1,1071
"St. Alban-Anlage 58, 4052 Basel",,47.5525328,7.6023191,4002078647,4.5,170m²,77,1,270,1,56,1,13,1,59,1,16,1,4,1,22,1,1,1,10,1,40,1,31,1,39,1,0,0,59,1,697
"Höhenweg 61, 8965 Berikon",,47.35645731665608,8.364022193915872,4002075286,4.5,170m²,6,1,31,1,3,1,0,0,9,1,2,1,0,0,3,1,0,0,1,1,5,1,6,1,7,1,0,0,17,1,90
"Avenue des Alpes 5, 1006 Lausanne",,46.51475925,6.638347572447524,4002073492,4.5,170m²,51,1,231,1,39,1,29,1,76,1,14,1,2,1,13,1,0,0,4,1,25,1,20,1,35,1,1,1,16,1,556
"Seefeldstrasse 104, 8008 Zürich",,47.35929725,8.5526727,4002064667,4.5,170m²,61,1,153,1,17,1,7,1,30,1,11,1,0,0,11,1,0,0,6,1,19,1,18,1,21,1,0,0,19,1,373
"Karl Stauffer-Strasse, 8008 Zürich",,47.35517074021481,8.572854620731947,4002064533,4.5,170m²,26,1,65,1,5,1,3,1,6,1,9,1,0,0,4,1,0,0,7,1,10,1,6,1,12,1,0,0,20,1,173
"Schwenkelweg 11, 8645 Rapperswil-Jona",,47.2432192,8.811271526203207,4002057034,4.5,170m²,17,1,42,1,6,1,1,1,15,1,8,1,0,0,3,1,0,0,1,1,4,1,5,1,13,1,0,0,37,1,152
"Dorfstrasse 31, 5244 Birrhard",,47.4331612,8.2458127,4002055225,4.5,170m²,12,1,51,1,10,1,0,0,13,1,8,1,0,0,9,1,0,0,0,0,8,1,15,1,15,1,0,0,89,1,230
"Willikonerstrasse 46, 8618 Oetwil am See",,47.2673125,8.727074,4002073363,2.0,,18,1,57,1,2,1,0,0,14,1,8,1,0,0,5,1,1,1,0,0,9,1,11,1,12,1,1,1,31,1,169
"Rue de Contamines 16, 1206 Genève",,46.1967836,6.1559984,4002073081,2.0,,82,1,349,1,49,1,13,1,54,1,6,1,7,1,18,1,1,1,7,1,49,1,35,1,7,1,0,0,28,1,705
"Landenbergstrasse 3a, 6005 Lucerne",,47.04267545,8.320934090220995,4002070890,2.0,,36,1,97,1,33,1,6,1,22,1,4,1,2,1,1,1,0,0,1,1,6,1,9,1,13,1,1,1,75,1,306
1922 Salvan,,46.12434650149254,7.018213599402985,4002068949,2.0,,2,1,5,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,2,1,13
"Allée Charles Edouard Guillaume 5, 1723 Marly",,46.77652935478131,7.155262363082695,4002067868,2.0,,7,1,27,1,1,1,1,1,16,1,4,1,3,1,4,1,0,0,2,1,6,1,0,0,7,1,0,0,49,1,127
"Kühneweg 20, 6020 Emmen",,47.0802389,8.277798730573746,4002067484,2.0,,15,1,63,1,13,1,5,1,19,1,3,1,0,0,2,1,0,0,0,0,3,1,9,1,20,1,0,0,77,1,229
"Gaissbergstrasse 49, 8280 Kreuzlingen",,47.640377549134726,9.175881070346644,4002065892,2.0,,4,1,35,1,7,1,0,0,10,1,7,1,0,0,1,1,0,0,0,0,2,1,11,1,12,1,0,0,21,1,110
"Ergatenweg 25, 8583 Sulgen",,47.53354833215814,9.186860367925838,4002065159,2.0,,1,1,15,1,1,1,0,0,1,1,5,1,0,0,0,0,0,0,0,0,0,0,5,1,2,1,0,0,4,1,34
"Badenerstrasse 12, 8953 Dietikon",,47.40589815,8.39862565,4002057192,2.0,,14,1,57,1,9,1,3,1,39,1,1,1,0,0,1,1,0,0,0,0,8,1,7,1,13,1,0,0,43,1,195
"Seestrasse, 6204 Sempach",,47.137883811385855,8.19070639072205,4002057189,2.0,,3,1,17,1,3,1,1,1,5,1,2,1,0,0,2,1,0,0,0,0,1,1,4,1,5,1,0,0,16,1,59
"Rue Mauborget 6, 1003 Lausanne",,46.522865350000004,6.628976650364546,4002057165,2.0,,63,1,283,1,48,1,38,1,106,1,11,1,4,1,17,1,0,0,4,1,38,1,19,1,38,1,2,1,39,1,710
"Via San Gottardo 28, 6500 Bellinzona",,46.1522571,8.952995393471355,4002057133,2.0,,8,1,22,1,7,1,1,1,5,1,0,0,0,0,2,1,0,0,0,0,5,1,3,1,2,1,0,0,8,1,63
"Rainweg 1A, 4713 Matzendorf",,47.307523849999995,7.628185497248008,4002053590,2.0,,0,0,12,1,0,0,1,1,0,0,1,1,0,0,3,1,0,0,0,0,1,1,3,1,7,1,0,0,30,1,58
8107 Buchs ZH,,47.45711328414518,8.43730061365807,4002049788,2.0,,0,0,28,1,1,1,0,0,8,1,3,1,0,0,2,1,0,0,0,0,0,0,1,1,5,1,0,0,16,1,64
"Maurerweg 12, 2503 Biel",,47.1339541,7.2557085,4002039400,2.0,,39,1,121,1,34,1,1,1,49,1,14,1,3,1,6,1,0,0,4,1,17,1,13,1,34,1,0,0,63,1,398
"Engstringerstrasse 54, 8952 Schlieren",,47.4077604,8.448176698974663,4002034398,2.0,,3,1,63,1,5,1,4,1,33,1,5,1,0,0,4,1,0,0,2,1,6,1,5,1,13,1,0,0,33,1,176
8272 Ermatingen,,47.669418659730724,9.081911619706242,4002024740,2.0,,8,1,24,1,2,1,1,1,1,1,5,1,0,0,1,1,0,0,0,0,0,0,4,1,3,1,0,0,16,1,65
"Freiburgstrasse 446, 3018 Berna",,46.9332898,7.389619250795455,4002024325,2.0,,22,1,103,1,9,1,1,1,34,1,2,1,12,1,9,1,1,1,5,1,11,1,9,1,17,1,1,1,26,1,262
"Gamlikon 14, 8143 Stallikon",,47.31393665,8.494276606367318,4002018483,2.0,,1,1,8,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,1,1,1,1,1,1,0,0,5,1,20
"Route du Chasseur 30 bis, 1008 Prilly",,46.5369511202113,6.606352814058171,4002017354,2.0,,18,1,100,1,13,1,11,1,36,1,6,1,4,1,10,1,1,1,3,1,24,1,13,1,14,1,1,1,43,1,297
