address,price,lat,lon,property_id,rooms,area,cafe_count,cafe_present,restaurant_count,restaurant_present,bar_count,bar_present,pub_count,pub_present,fast_food_count,fast_food_present,school_count,school_present,university_count,university_present,library_count,library_present,hospital_count,hospital_present,clinic_count,clinic_present,pharmacy_count,pharmacy_present,bank_count,bank_present,atm_count,atm_present,bus_station_count,bus_station_present,parking_count,parking_present,total_amenities
"Erlenstrasse 12, 4410 Liestal",,47.4948097,7.7219152,4001902471,5.5,150m²,6,1,22,1,0,0,0,0,1,1,1,1,0,0,3,1,0,0,2,1,3,1,4,1,6,1,0,0,5,1,53
"Via Borenco 22, 6648 Minusio",,46.174454832996496,8.811003269702761,4001889310,5.5,150m²,8,1,53,1,22,1,3,1,6,1,1,1,0,0,4,1,0,0,1,1,10,1,13,1,3,1,0,0,15,1,139
"Am Schmittenbach 10 A, 5236 Remigen",,47.5141175,8.189743,4001867863,5.5,150m²,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,6
"Eichholzstrasse 35, 8620 Wetzikon ZH",,47.334924650000005,8.816746014793356,4001866303,5.5,150m²,4,1,5,1,1,1,1,1,3,1,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,17,1,38
"Via Mulino Rosso 8, 6517 Arbedo",,46.210834857009694,9.041734079584732,4001862435,5.5,150m²,2,1,4,1,2,1,0,0,3,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,4,1,0,0,10,1,28
"Zwickystrasse 30, 8304 Wallisellen",,47.4050721,8.6016424,4001858736,5.5,150m²,18,1,49,1,3,1,1,1,16,1,5,1,0,0,3,1,0,0,1,1,7,1,6,1,16,1,0,0,40,1,165
"Dorfstrasse 68, 8630 Rüti ZH",,47.25927284056309,8.850536587914371,4001856667,5.5,150m²,5,1,27,1,2,1,0,0,10,1,1,1,0,0,0,0,0,0,2,1,1,1,3,1,5,1,1,1,27,1,84
"Dorfstrasse 66a, 8630 Rüti ZH",,47.25927284056309,8.850536587914371,4001856666,5.5,150m²,5,1,27,1,2,1,0,0,10,1,1,1,0,0,0,0,0,0,2,1,1,1,3,1,5,1,1,1,27,1,84
"Gerbergasse 16/Rümelinplatz, 4001 Basel",,,,4001848695,5.5,150m²,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Route de Sion 81, 3960 Sierre",,46.2845187,7.5163885,4001841517,5.5,150m²,3,1,19,1,3,1,0,0,3,1,0,0,0,0,1,1,0,0,0,0,5,1,2,1,3,1,0,0,22,1,61
"Bernstrasse 141, 3400 Burgdorf",,47.05214545,7.61092275658309,4001838215,5.5,150m²,3,1,28,1,3,1,5,1,3,1,3,1,0,0,2,1,0,0,3,1,2,1,8,1,3,1,0,0,31,1,94
"Via Lugano 17, 6500 Bellinzona",,46.1889259,9.021616250000001,4001837441,5.5,150m²,7,1,34,1,18,1,4,1,5,1,4,1,0,0,9,1,0,0,0,0,9,1,5,1,7,1,0,0,4,1,106
"Am Oeschbrig 5, 8053 Zürich",,47.3572566,8.599926624130191,4001835702,5.5,150m²,8,1,9,1,0,0,0,0,2,1,0,0,0,0,2,1,0,0,2,1,2,1,3,1,3,1,0,0,14,1,45
"Gellertstrasse 2a, 4052 Basel",,47.5522254,7.605309,4001810866,5.5,150m²,56,1,179,1,36,1,8,1,49,1,10,1,4,1,12,1,0,0,8,1,27,1,29,1,27,1,0,0,29,1,474
"Iselisberg, 8524 Uesslingen-Buch",,47.5865601,8.8261897,4001803665,5.5,150m²,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,4
"Waffenplatzstrasse 80, 8002 Zürich",,47.355664250000004,8.526745374054133,4001790015,4.0,102m²,21,1,69,1,8,1,2,1,25,1,12,1,0,0,3,1,0,0,4,1,7,1,8,1,8,1,0,0,11,1,178
"Rue de la Fiaz 38, 2300 La Chaux-de-Fonds",,47.0893454,6.807948252817535,4001681223,4.0,102m²,3,1,10,1,2,1,0,0,1,1,2,1,0,0,2,1,0,0,0,0,2,1,1,1,1,1,0,0,3,1,27
"Rue des Musées 58, 2300 La Chaux-de-Fonds",,47.0996733,6.826494632796034,4001662189,4.0,102m²,33,1,62,1,13,1,4,1,14,1,1,1,0,0,7,1,0,0,2,1,9,1,7,1,3,1,0,0,7,1,162
"Rue du Nord 54, 2300 La Chaux-de-Fonds",,47.10687075,6.826619204339931,4001642199,4.0,102m²,31,1,57,1,13,1,5,1,13,1,1,1,0,0,7,1,0,0,2,1,7,1,6,1,3,1,0,0,6,1,151
"Via Montalbano 1, 6925 Gentilino",,45.992262141873915,8.935168034601803,4001442139,4.0,102m²,7,1,24,1,4,1,0,0,2,1,1,1,0,0,2,1,0,0,0,0,2,1,3,1,0,0,0,0,13,1,58
"Eggrainweg 7, 8803 Rüschlikon",,47.3060558,8.5483635,4001265800,4.0,102m²,3,1,13,1,0,0,1,1,2,1,4,1,0,0,0,0,0,0,0,0,2,1,1,1,2,1,0,0,14,1,42
"Hauptstrasse 41, 4437 Waldenburg",,47.3830863,7.748652,4001255523,4.0,102m²,1,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,3,1,0,0,2,1,14
"Amerbachstrasse 64, 4057 Basel",,47.5689904,7.5940014,4000976400,4.0,102m²,56,1,186,1,55,1,14,1,49,1,5,1,1,1,10,1,1,1,0,0,23,1,10,1,27,1,0,0,17,1,454
"Rue de la Fiaz 38, 2300 La Chaux-de-Fonds",,47.0893454,6.807948252817535,4000744811,4.0,102m²,3,1,10,1,2,1,0,0,1,1,2,1,0,0,2,1,0,0,0,0,2,1,1,1,1,1,0,0,3,1,27
"Rue de la Fiaz 38, 2300 La Chaux-de-Fonds",,47.0893454,6.807948252817535,4000744717,4.0,102m²,3,1,10,1,2,1,0,0,1,1,2,1,0,0,2,1,0,0,0,0,2,1,1,1,1,1,0,0,3,1,27
"Bahnhofstrasse 172, 6423 Seewen SZ",,47.0293613,8.6299986,3003296264,4.0,102m²,1,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,10
"Bahnhofstrasse 172, 6423 Seewen SZ",,47.0293613,8.6299986,3003296216,4.0,102m²,1,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,10
"Landstrasse 49, 5415 Nussbaumen",,47.4861515,8.2975326,4002078671,4.0,102m²,19,1,29,1,7,1,2,1,9,1,2,1,0,0,1,1,0,0,3,1,4,1,7,1,12,1,1,1,22,1,118
"Murgenthalstrasse 4C, 4900 Langenthal",,47.214987699999995,7.787946862508207,4002078590,4.0,102m²,8,1,40,1,7,1,2,1,6,1,2,1,0,0,2,1,0,0,2,1,6,1,9,1,8,1,0,0,34,1,126
