price,area,cafe_count,restaurant_count,bar_count,pub_count,fast_food_count,school_count,university_count,library_count,hospital_count,clinic_count,pharmacy_count,bank_count,atm_count,bus_station_count,parking_count
2880,115.0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
2880,115.0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2880,115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2880,115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2880,115.0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0
2880,115.0,4,12,3,1,7,1,0,0,0,0,1,0,3,0,1
2880,115.0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
2880,115.0,4,12,3,1,7,1,0,0,0,0,1,0,3,0,1
2880,115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2880,115.0,1,2,0,0,1,0,0,0,0,0,1,0,1,0,1
2880,115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
7980,260.0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
7980,260.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7980,260.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7980,260.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7980,260.0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
7980,260.0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
7980,260.0,4,12,3,1,7,1,0,0,0,0,1,0,3,0,1
7980,260.0,2,3,0,0,1,0,0,1,0,0,1,1,2,0,0
7980,260.0,1,3,0,0,0,0,0,0,0,0,1,0,2,0,2
7980,260.0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
7980,260.0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
7980,260.0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
7980,260.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6700,170.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6700,170.0,5,15,2,0,2,0,0,0,0,0,0,1,0,0,2
6700,170.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6700,170.0,3,14,0,1,5,2,0,2,0,0,0,0,0,0,0
6700,170.0,1,7,0,2,0,1,0,0,0,0,1,0,0,0,0
6700,170.0,2,11,0,0,3,0,0,0,0,0,1,2,2,0,2
