price,area,cafe_count,restaurant_count,bar_count,pub_count,fast_food_count,school_count,university_count,library_count,hospital_count,clinic_count,pharmacy_count,bank_count,atm_count,bus_station_count,parking_count
2880,115.0,7,22,7,2,11,0,0,1,0,0,3,0,3,0,5
2880,115.0,2,9,3,1,1,1,0,1,0,0,1,0,0,0,0
2880,115.0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,2
2880,115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2880,115.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2
2880,115.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
2880,115.0,3,16,0,0,5,7,0,1,0,0,0,1,0,0,1
2880,115.0,13,35,11,7,14,1,0,1,0,0,1,2,5,0,1
2880,115.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2880,115.0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,2
2880,115.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2880,115.0,0,3,2,1,1,0,0,1,0,0,1,1,0,0,0
2880,115.0,13,35,11,7,14,1,0,1,0,0,1,2,5,0,1
2880,115.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
2880,115.0,5,25,2,1,1,1,0,1,0,0,2,0,2,0,2
2880,115.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
7980,260.0,3,13,5,2,4,0,0,0,0,0,0,2,0,0,18
7980,260.0,3,4,0,0,1,1,0,1,0,0,1,1,1,0,6
7980,260.0,0,3,2,1,1,0,0,1,0,0,1,1,0,0,0
7980,260.0,2,8,2,0,0,1,0,1,0,0,1,0,0,0,0
7980,260.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1
7980,260.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7980,260.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7980,260.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7980,260.0,1,8,0,0,1,0,0,1,0,0,2,0,1,0,1
7980,260.0,1,8,0,0,1,0,0,1,0,0,2,0,1,0,1
7980,260.0,13,35,11,7,14,1,0,1,0,0,1,2,5,0,1
7980,260.0,4,11,1,0,2,1,0,3,0,0,2,3,5,0,0
7980,260.0,1,6,0,0,1,0,0,0,0,0,1,0,2,0,4
7980,260.0,0,7,0,0,1,0,0,0,0,0,2,1,0,0,2
7980,260.0,1,8,0,0,1,0,0,1,0,0,2,0,1,0,1
7980,260.0,1,8,0,0,1,0,0,1,0,0,2,0,1,0,1
7980,260.0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1
7980,260.0,1,8,0,0,1,0,0,1,0,0,2,0,1,0,1
7980,260.0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
6700,170.0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,3
6700,170.0,23,63,15,1,9,0,0,1,0,0,6,9,1,0,4
6700,170.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6700,170.0,15,42,1,1,11,5,0,6,0,0,2,1,3,0,2
6700,170.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6700,170.0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1
6700,170.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6700,170.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6700,170.0,2,11,0,2,1,1,0,1,0,1,1,1,1,0,1
6700,170.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6700,170.0,7,24,1,1,8,3,0,1,0,0,4,3,5,0,4
6700,170.0,1,4,0,0,1,0,0,0,0,0,1,0,1,0,2
