price,area,food_beverage_count,education_count,healthcare_count,financial_services_count,transportation_count
2880,115.0,400,18,30,39,11
2880,115.0,249,8,16,23,14
2880,115.0,157,14,16,24,27
2880,115.0,1,0,0,1,3
2880,115.0,0,0,0,1,0
2880,115.0,40,7,5,7,19
2880,115.0,32,4,10,4,28
2880,115.0,660,46,31,63,23
2880,115.0,141,6,3,21,4
2880,115.0,21,6,3,3,24
2880,115.0,22,2,2,3,3
2880,115.0,4,0,0,1,1
2880,115.0,11,2,3,1,0
2880,115.0,141,6,3,21,4
2880,115.0,39,8,3,2,26
2880,115.0,205,14,19,23,11
2880,115.0,78,9,3,4,26
7980,260.0,306,11,7,31,91
7980,260.0,78,6,6,12,62
7980,260.0,11,2,3,1,0
7980,260.0,16,3,5,4,7
7980,260.0,252,8,16,23,14
7980,260.0,15,0,1,2,23
7980,260.0,1,1,0,0,1
7980,260.0,1,1,0,0,1
7980,260.0,1,1,0,0,1
7980,260.0,156,14,14,21,22
7980,260.0,156,14,14,21,22
7980,260.0,141,6,3,21,4
7980,260.0,43,4,2,11,4
7980,260.0,29,1,4,6,11
7980,260.0,41,7,3,6,9
7980,260.0,156,14,14,21,22
7980,260.0,156,14,14,21,22
7980,260.0,159,13,15,25,26
7980,260.0,156,14,14,21,22
7980,260.0,1,0,1,2,2
6700,170.0,120,19,10,23,26
6700,170.0,856,42,60,66,37
6700,170.0,2,0,0,1,1
6700,170.0,862,50,40,87,34
6700,170.0,4,1,0,3,1
6700,170.0,8,1,0,0,3
6700,170.0,4,1,1,1,0
6700,170.0,37,6,3,11,2
6700,170.0,24,2,2,3,2
6700,170.0,6,0,0,2,1
6700,170.0,139,16,8,19,20
6700,170.0,18,1,1,2,3
6700,170.0,6,1,2,5,2
6700,170.0,78,6,7,23,57
6700,170.0,168,32,10,18,12
6700,170.0,8,2,5,2,0
6700,170.0,862,50,40,87,34
6700,170.0,2,2,0,1,1
6700,170.0,77,10,14,9,24
6700,170.0,5,0,0,2,0
2750,33.0,193,26,16,27,47
2750,33.0,438,26,31,47,31
2750,33.0,1186,47,49,109,37
2750,33.0,97,9,16,15,14
2750,33.0,3,0,0,0,3
2750,33.0,96,26,7,10,8
2750,33.0,30,2,3,4,3
2750,33.0,18,2,2,9,13
2750,33.0,18,2,2,9,13
2750,33.0,4,0,0,1,24
2750,33.0,66,0,3,11,19
