price,area,food_beverage_count,education_count,healthcare_count,financial_services_count,transportation_count
2880,115.0,1,0,1,0,0
2880,115.0,1,0,0,0,0
2880,115.0,4,1,0,1,1
2880,115.0,0,0,0,1,0
2880,115.0,4,1,0,1,1
2880,115.0,1,0,0,0,0
7980,260.0,0,0,0,1,0
7980,260.0,1,0,1,0,0
7980,260.0,4,1,0,1,1
7980,260.0,2,0,1,1,0
6700,170.0,9,0,0,1,0
6700,170.0,1,1,0,0,0
6700,170.0,4,0,0,0,0
6700,170.0,2,0,1,1,1
6700,170.0,0,1,0,0,0
6700,170.0,1,1,0,0,0
6700,170.0,0,0,0,1,0
2750,33.0,1,0,0,0,1
2750,33.0,10,0,0,0,0
2750,33.0,14,0,0,0,0
2750,33.0,0,0,0,0,1
2750,33.0,1,0,0,0,0
2750,33.0,2,0,1,0,1
2750,33.0,0,0,0,0,1
2750,33.0,2,0,0,0,0
2750,33.0,1,0,1,0,0
3300,170.0,1,0,0,0,0
3300,170.0,1,1,0,0,0
3300,170.0,5,0,1,0,0
3300,170.0,14,0,0,0,0
3300,170.0,10,0,0,0,0
3300,170.0,1,1,0,1,0
3300,170.0,1,0,0,0,0
3710,300.0,2,0,0,0,0
3710,300.0,1,0,0,0,0
3710,300.0,14,0,0,0,0
3710,300.0,2,0,0,0,0
3710,300.0,2,0,0,0,0
3710,300.0,0,0,0,0,5
3710,300.0,3,0,1,1,0
4340,121.0,2,0,0,0,0
4340,121.0,1,0,0,0,2
4340,121.0,3,0,0,0,1
4340,121.0,1,0,0,0,0
4340,121.0,0,1,0,0,0
4340,121.0,14,0,0,0,0
4340,121.0,14,0,0,0,0
4340,121.0,0,0,0,1,0
3250,150.0,1,0,0,0,2
3250,150.0,1,0,0,0,0
3250,150.0,1,0,0,0,0
3250,150.0,18,0,1,2,0
3250,150.0,10,0,1,0,0
3250,150.0,1,0,0,0,0
3250,150.0,11,0,3,4,1
3250,150.0,1,0,0,0,2
3250,150.0,1,0,0,0,0
5950,150.0,19,0,1,3,1
5950,150.0,2,0,0,2,0
2280,81.0,5,0,0,0,0
2280,81.0,0,0,0,0,1
2280,81.0,1,0,0,0,0
2280,81.0,3,0,0,1,0
2280,81.0,1,0,0,0,0
3480,117.0,1,0,0,0,0
3480,117.0,1,0,0,0,0
3480,117.0,0,0,1,0,1
3480,117.0,1,0,0,2,1
3480,117.0,0,0,1,0,1
3480,117.0,1,0,0,0,0
2490,108.0,0,1,0,0,0
2490,108.0,0,0,0,0,1
2490,108.0,5,0,1,2,0
2490,108.0,3,0,0,0,0
2490,108.0,7,0,0,4,2
3590,170.0,24,1,1,2,0
3590,170.0,1,0,0,0,0
3590,170.0,1,0,0,0,0
3590,170.0,2,0,0,0,0
3590,170.0,1,0,0,0,0
3590,170.0,2,0,0,0,0
3590,170.0,5,0,1,2,0
3590,170.0,0,0,0,1,0
2030,140.0,0,1,0,0,0
2030,140.0,1,0,0,0,0
2030,140.0,0,0,1,0,0
2030,140.0,0,0,0,1,0
2030,140.0,3,0,0,0,0
2030,140.0,2,2,0,0,0
2030,140.0,1,0,0,0,0
2590,122.0,0,1,0,0,1
2590,122.0,8,0,2,0,0
2590,122.0,1,0,0,0,0
2590,122.0,1,0,0,0,0
2590,122.0,0,0,0,0,1
2590,122.0,5,0,0,0,0
3270,128.0,1,0,0,0,1
3270,128.0,1,0,0,0,0
3270,128.0,1,0,0,0,0
3270,128.0,13,1,1,1,2
3270,128.0,2,0,2,0,1
3270,128.0,1,0,0,0,0
3480,120.0,25,0,3,1,0
3480,120.0,1,0,0,0,0
3480,120.0,2,0,1,0,0
3480,120.0,1,0,0,0,0
3480,120.0,1,0,0,0,1
3480,120.0,1,0,0,0,0
3480,120.0,1,0,0,0,0
3480,120.0,5,1,0,0,0
3480,120.0,1,0,0,0,1
2240,110.0,2,0,0,0,0
