price,area,cafe_present,restaurant_present,bar_present,pub_present,fast_food_present,school_present,university_present,library_present,hospital_present,clinic_present,pharmacy_present,bank_present,atm_present,bus_station_present,parking_present
2610,38.0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1
2610,38.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
2730,121.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2730,121.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2730,121.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
2730,121.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2730,121.0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2730,121.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2730,121.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
2730,121.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2730,121.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2730,121.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2730,121.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2730,121.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2730,121.0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0
2310,96.0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0
2310,96.0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1
2310,96.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2310,96.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,96.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2310,96.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2310,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2310,96.0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0
2310,96.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2310,96.0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2310,96.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1
2310,96.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4690,220.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4690,220.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4690,220.0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
4690,220.0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0
4690,220.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4690,220.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4690,220.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4690,220.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4690,220.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5390,300.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5390,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5390,300.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1
5390,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5390,300.0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0
5390,300.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5390,300.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1
5390,300.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5390,300.0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
5390,300.0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0
5390,300.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5390,300.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2130,85.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2130,85.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,85.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2130,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130,85.0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1
2130,85.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2130,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130,85.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2130,85.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2130,85.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130,85.0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0
2460,118.0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1
2460,118.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2460,118.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,118.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,118.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2460,118.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,118.0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1
2460,118.0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0
2460,118.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
4340,220.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4340,220.0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0
4340,220.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4340,220.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4340,220.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4340,220.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4340,220.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4340,220.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4340,220.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4340,220.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4340,220.0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1
4340,220.0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
4340,220.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
4340,220.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2520,140.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2520,140.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
2520,140.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2520,140.0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0
2520,140.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2520,140.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2520,140.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2520,140.0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1
2520,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3920,122.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3920,122.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
3920,122.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3920,122.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3920,122.0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
3920,122.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3920,122.0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1
3920,122.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3920,122.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3920,122.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3920,122.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3920,122.0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
3920,122.0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1
3920,122.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3920,122.0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1
3850,140.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3850,140.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
3850,140.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3850,140.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3850,140.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3850,140.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3850,140.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
3850,140.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3850,140.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
3850,140.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3850,140.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3850,140.0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0
3850,140.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
5810,121.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5810,121.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5810,121.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5810,121.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
5810,121.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5810,121.0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
5810,121.0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0
5810,121.0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0
5810,121.0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0
6270,150.0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0
6270,150.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6270,150.0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1
6270,150.0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0
6270,150.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6270,150.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6270,150.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
6270,150.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
6270,150.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6270,150.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
6270,150.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6270,150.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3770,150.0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0
3770,150.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3770,150.0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0
3770,150.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1
3770,150.0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0
3770,150.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3770,150.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3770,150.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3770,150.0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0
3770,150.0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
1440,51.0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1
1440,51.0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1
1440,51.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1440,51.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1440,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1440,51.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1440,51.0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1
1440,51.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1440,51.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1440,51.0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0
1440,51.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
1440,51.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1440,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2550,69.0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0
2550,69.0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
2550,69.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2550,69.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2550,69.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2550,69.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2550,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2550,69.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2550,69.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2550,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4550,220.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4550,220.0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1
4550,220.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4550,220.0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
4550,220.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
4550,220.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
4550,220.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4550,220.0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1
4550,220.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4550,220.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4550,220.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
4550,220.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
