price,area,cafe_count,restaurant_count,bar_count,pub_count,fast_food_count,school_count,university_count,library_count,hospital_count,clinic_count,pharmacy_count,bank_count,atm_count,bus_station_count,parking_count
2880,115.0,64,208,57,15,56,3,2,13,1,1,28,13,26,0,11
2880,115.0,38,123,39,12,37,3,1,4,0,0,16,5,18,0,14
2880,115.0,24,86,11,1,35,7,1,6,0,3,13,8,16,0,27
2880,115.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2880,115.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2880,115.0,10,14,6,1,9,5,0,2,0,2,3,5,2,1,18
2880,115.0,6,20,2,0,4,3,0,1,0,4,6,2,2,0,28
2880,115.0,117,301,87,30,125,22,2,22,0,9,22,19,44,0,23
2880,115.0,20,72,17,8,24,2,0,4,0,0,3,10,11,0,4
2880,115.0,3,10,2,1,5,6,0,0,0,0,3,1,2,0,24
2880,115.0,3,13,1,0,5,1,0,1,0,0,2,0,3,0,3
2880,115.0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1
2880,115.0,3,4,2,1,1,0,0,2,0,0,3,1,0,0,0
2880,115.0,20,72,17,8,24,2,0,4,0,0,3,10,11,0,4
2880,115.0,4,20,10,1,4,4,0,4,0,3,0,0,2,0,26
2880,115.0,45,114,12,4,30,10,0,4,0,3,16,11,12,0,11
2880,115.0,7,38,22,4,7,4,0,5,0,3,0,1,3,0,26
7980,260.0,47,161,48,15,35,7,3,1,0,1,6,14,17,1,90
7980,260.0,15,40,5,1,17,4,0,2,0,1,5,5,7,0,62
7980,260.0,3,4,2,1,1,0,0,2,0,0,3,1,0,0,0
7980,260.0,4,11,0,1,0,0,2,1,0,0,5,3,1,0,7
7980,260.0,38,125,40,12,37,3,1,4,0,0,16,5,18,0,14
7980,260.0,2,11,1,1,0,0,0,0,0,0,1,1,1,0,23
7980,260.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
7980,260.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
7980,260.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
7980,260.0,25,83,11,2,35,7,1,6,0,3,11,8,13,0,22
7980,260.0,25,83,11,2,35,7,1,6,0,3,11,8,13,0,22
7980,260.0,20,72,17,8,24,2,0,4,0,0,3,10,11,0,4
7980,260.0,7,28,2,1,5,1,0,3,0,0,2,4,7,0,4
7980,260.0,3,17,1,0,8,0,0,1,0,1,3,0,6,0,11
7980,260.0,4,18,1,0,18,2,0,5,0,0,3,2,4,0,9
7980,260.0,25,83,11,2,35,7,1,6,0,3,11,8,13,0,22
7980,260.0,25,83,11,2,35,7,1,6,0,3,11,8,13,0,22
7980,260.0,24,82,14,1,38,6,1,6,0,2,13,8,17,0,26
7980,260.0,25,83,11,2,35,7,1,6,0,3,11,8,13,0,22
7980,260.0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,2
6700,170.0,14,72,6,3,25,10,2,7,0,1,9,9,14,0,26
6700,170.0,140,513,83,27,93,8,12,22,0,5,55,39,27,0,37
6700,170.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1
6700,170.0,148,399,124,39,152,24,2,24,0,7,33,35,52,0,34
6700,170.0,2,2,0,0,0,0,0,1,0,0,0,1,2,0,1
6700,170.0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,3
6700,170.0,0,4,0,0,0,0,0,1,0,0,1,1,0,0,0
6700,170.0,4,27,4,1,1,3,0,3,0,0,3,7,4,0,2
6700,170.0,3,17,0,2,2,1,0,1,0,1,1,1,2,0,2
6700,170.0,1,5,0,0,0,0,0,0,0,0,0,1,1,0,1
6700,170.0,24,79,2,2,32,15,0,1,0,1,7,6,13,0,20
6700,170.0,2,13,1,0,2,0,0,1,0,0,1,0,2,0,3
6700,170.0,0,4,0,0,2,1,0,0,0,0,2,4,1,0,2
6700,170.0,14,43,4,1,16,3,0,3,0,1,6,6,17,0,57
6700,170.0,34,87,7,4,36,14,1,17,0,3,7,3,15,0,12
6700,170.0,0,4,3,0,1,0,0,2,0,2,3,1,1,0,0
6700,170.0,148,399,124,39,152,24,2,24,0,7,33,35,52,0,34
6700,170.0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,1
6700,170.0,8,46,5,2,16,2,3,5,0,2,12,5,4,0,24
6700,170.0,0,3,0,2,0,0,0,0,0,0,0,0,2,0,0
2750,33.0,23,112,18,4,36,19,3,4,0,3,13,8,19,0,47
2750,33.0,56,227,42,30,83,9,2,15,0,3,28,17,30,1,30
2750,33.0,184,570,169,54,209,24,2,21,0,11,38,48,61,0,37
2750,33.0,26,58,5,2,6,7,0,2,0,4,12,5,10,0,14
2750,33.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
2750,33.0,22,57,1,1,15,14,1,11,0,1,6,2,8,0,8
2750,33.0,5,17,2,2,4,1,0,1,0,0,3,2,2,0,3
2750,33.0,1,11,1,0,5,0,0,2,0,0,2,3,6,0,13
2750,33.0,1,11,1,0,5,0,0,2,0,0,2,3,6,0,13
2750,33.0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,24
2750,33.0,8,28,7,2,21,0,0,0,0,0,3,5,6,0,19
