price,area,food_beverage_count,education_count,healthcare_count,financial_services_count,transportation_count
2880,115.0,6,0,0,1,1
2880,115.0,5,0,1,0,0
2880,115.0,2,0,0,0,1
2880,115.0,0,0,0,0,1
2880,115.0,1,0,0,0,2
2880,115.0,5,3,0,0,0
2880,115.0,31,1,1,3,1
2880,115.0,3,0,0,0,0
2880,115.0,1,0,0,1,0
2880,115.0,3,1,1,1,0
2880,115.0,31,1,1,3,1
2880,115.0,0,0,0,0,2
2880,115.0,7,0,0,1,1
2880,115.0,0,0,0,0,3
7980,260.0,1,0,0,0,0
7980,260.0,3,1,1,1,0
7980,260.0,6,2,1,0,0
7980,260.0,0,0,1,1,1
7980,260.0,1,0,0,0,0
7980,260.0,1,0,0,0,0
7980,260.0,1,0,0,0,0
7980,260.0,2,0,1,1,0
7980,260.0,2,0,1,1,0
7980,260.0,31,1,1,3,1
7980,260.0,7,1,1,6,0
7980,260.0,4,0,1,2,2
7980,260.0,2,0,1,1,0
7980,260.0,2,0,1,1,0
7980,260.0,0,0,0,0,1
7980,260.0,2,0,1,1,0
7980,260.0,0,0,0,2,0
6700,170.0,1,0,0,0,0
6700,170.0,30,0,0,1,2
6700,170.0,1,0,0,0,0
6700,170.0,26,4,0,1,0
6700,170.0,1,0,0,0,0
6700,170.0,1,1,0,0,1
6700,170.0,10,0,1,0,0
6700,170.0,24,1,3,5,3
6700,170.0,4,1,1,4,1
6700,170.0,1,0,0,0,0
6700,170.0,26,4,0,1,0
6700,170.0,2,0,0,0,1
6700,170.0,1,0,0,1,0
2750,33.0,3,0,0,1,4
2750,33.0,29,3,0,1,1
2750,33.0,74,0,2,3,0
2750,33.0,0,0,0,0,1
2750,33.0,2,0,0,0,0
2750,33.0,5,0,1,3,4
2750,33.0,7,1,1,4,4
2750,33.0,0,0,0,0,5
2750,33.0,2,0,0,1,2
2750,33.0,1,0,0,0,5
2750,33.0,3,2,0,0,0
2750,33.0,0,1,0,0,0
2750,33.0,1,0,0,0,0
2750,33.0,13,1,1,0,1
3300,170.0,0,0,0,0,1
3300,170.0,5,1,1,0,1
3300,170.0,1,0,0,0,1
3300,170.0,1,0,0,0,0
3300,170.0,26,4,0,1,0
3300,170.0,9,0,2,0,0
3300,170.0,74,0,2,3,0
3300,170.0,0,0,0,0,2
3300,170.0,6,0,3,2,0
3300,170.0,50,0,2,3,0
