price,area,food_beverage_count,education_count,healthcare_count,financial_services_count,transportation_count
2880,115.0,3,0,0,1,0
2880,115.0,4,0,1,0,0
2880,115.0,0,0,0,0,1
2880,115.0,0,0,0,0,1
2880,115.0,5,2,0,0,0
2880,115.0,27,1,1,3,1
2880,115.0,2,0,1,1,0
2880,115.0,27,1,1,3,1
2880,115.0,0,0,0,0,3
2880,115.0,4,0,1,1,1
2880,115.0,0,0,0,0,4
7980,260.0,2,0,1,1,0
7980,260.0,1,0,0,0,0
7980,260.0,1,0,0,0,0
7980,260.0,1,0,0,0,0
7980,260.0,2,0,1,0,0
7980,260.0,2,0,1,0,0
7980,260.0,27,1,1,3,1
7980,260.0,6,1,1,3,0
7980,260.0,4,0,1,2,2
7980,260.0,2,0,1,0,0
7980,260.0,2,0,1,0,0
7980,260.0,2,0,1,0,0
7980,260.0,0,0,0,2,0
6700,170.0,1,0,0,0,0
6700,170.0,24,0,0,1,2
6700,170.0,1,0,0,0,0
6700,170.0,23,4,0,0,0
6700,170.0,10,1,1,0,0
6700,170.0,16,0,1,4,2
6700,170.0,2,1,0,1,1
6700,170.0,1,0,0,0,0
6700,170.0,23,4,0,0,0
6700,170.0,1,0,0,1,0
2750,33.0,1,0,0,1,1
2750,33.0,20,2,0,0,0
2750,33.0,63,0,2,2,0
2750,33.0,0,0,0,0,1
2750,33.0,2,0,0,0,0
2750,33.0,6,0,1,2,4
2750,33.0,5,1,1,0,2
2750,33.0,0,0,0,0,3
2750,33.0,0,0,0,1,1
2750,33.0,0,0,0,0,2
2750,33.0,3,2,0,0,0
2750,33.0,0,1,0,0,0
2750,33.0,10,1,1,0,0
3300,170.0,0,0,0,0,1
3300,170.0,4,1,1,0,1
3300,170.0,1,0,0,0,1
3300,170.0,23,4,0,0,0
3300,170.0,11,0,2,0,0
3300,170.0,63,0,2,2,0
3300,170.0,0,0,0,0,2
3300,170.0,48,0,1,2,0
3300,170.0,1,0,0,1,0
3300,170.0,13,2,1,2,1
3300,170.0,0,0,1,1,0
3300,170.0,1,0,0,0,0
3710,300.0,2,0,0,0,0
3710,300.0,2,0,0,1,0
3710,300.0,63,0,2,2,0
3710,300.0,0,0,0,0,1
3710,300.0,8,0,1,1,0
3710,300.0,5,0,1,1,1
3710,300.0,7,0,1,0,1
3710,300.0,1,0,1,0,0
3710,300.0,0,0,0,0,5
3710,300.0,5,1,1,1,0
4340,121.0,0,1,0,0,0
4340,121.0,0,1,0,0,0
4340,121.0,2,0,0,0,0
4340,121.0,2,1,0,0,4
4340,121.0,4,0,0,0,1
4340,121.0,9,0,1,0,0
4340,121.0,2,0,0,1,0
4340,121.0,2,1,1,0,0
4340,121.0,2,0,0,1,2
4340,121.0,63,0,2,2,0
4340,121.0,63,0,2,2,0
4340,121.0,2,0,0,2,0
4340,121.0,0,0,0,0,1
4340,121.0,2,0,0,0,1
4340,121.0,1,0,0,0,0
3250,150.0,0,0,0,0,3
3250,150.0,2,1,0,0,4
3250,150.0,4,1,1,1,0
3250,150.0,3,1,0,0,0
3250,150.0,2,1,1,2,0
3250,150.0,82,2,3,4,0
3250,150.0,1,0,0,1,0
3250,150.0,32,1,2,1,1
3250,150.0,1,0,0,0,0
3250,150.0,31,1,3,8,7
3250,150.0,2,1,0,0,4
3250,150.0,3,1,0,0,1
