address,price,lat,lon,property_id,rooms,area,cafe_count,cafe_present,restaurant_count,restaurant_present,bar_count,bar_present,pub_count,pub_present,fast_food_count,fast_food_present,school_count,school_present,university_count,university_present,library_count,library_present,hospital_count,hospital_present,clinic_count,clinic_present,pharmacy_count,pharmacy_present,bank_count,bank_present,atm_count,atm_present,bus_station_count,bus_station_present,parking_count,parking_present,total_amenities
"Via Schlifras 85, 7130 Ilanz",5950,46.7676473,9.2055129,4001978069,5.5,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Via Schlifras 85, 7130 Ilanz",5950,46.7676473,9.2055129,4001978064,5.5,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Via Schlifras 85, 7130 Ilanz",5950,46.7676473,9.2055129,4001978062,5.5,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Poststrasse 31, 8957 Spreitenbach",5950,47.42050555,8.361766678327186,4001957352,5.5,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Steinfeldstrasse 19b, 8153 Rümlang",5950,47.452723000000006,8.527081449999995,4001939686,5.5,150.0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,7
"Via Cantonale 56, 6987 Caslano",2280,45.97839905,8.875652657155985,4002039300,4.0,81.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Blumenstrasse 1, 8192 Glattfelden",2280,47.5571712,8.507506,4002037523,4.0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
"Fallenacker 4, 5504 Othmarsingen",2280,47.40558355,8.218590902152911,4002028753,4.0,81.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Brombacherstrasse 44, 4057 Basel",2280,47.5698504,7.5973694,4001840033,4.0,81.0,0,0,5,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Berneckerstrasse 15/17, 9434 Au SG",2280,47.4124036,9.6253475,4001644316,4.0,81.0,0,0,4,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,0,3,1,13
"Baselstrasse 7b, 4144 Arlesheim",2280,47.49603185,7.620555079923935,4002065395,4.0,81.0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4
"Flawilerstrasse 48, 9242 Oberuzwil",2280,47.4300118,9.1231916,4002053910,4.0,81.0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5
"Hiltiwaldweg 8, 5443 Niederrohrdorf",2280,47.425804850000006,8.300059147209826,4002004584,4.0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Seestrasse 136-142, 8707 Uetikon am See",2280,47.2600708,8.6734324,4002003119,4.0,81.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3
1010 Lausanne,2280,46.53844260968495,6.652783954259043,4001957250,4.0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Giessliweg 81, 4057 Basel",2280,47.5802385,7.5916833,4001820421,4.0,81.0,0,0,4,1,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"Seestrasse 55, 8266 Steckborn",2280,47.66837765,8.985935925062465,4001797872,4.0,81.0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
"Blumenstrasse 1, 8192 Glattfelden",3480,47.5571712,8.507506,4001370440,4.5,117.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
"Götzstrasse 21, 8006 Zürich",3480,47.50382825,8.731300020445667,4002064526,4.5,117.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Götzstrasse 21, 8006 Zürich",3480,47.50382825,8.731300020445667,4002064452,4.5,117.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Götzstrasse 19, 8006 Zürich",3480,47.50421768757507,8.73037396724648,4002064450,4.5,117.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
