address,price,lat,lon,property_id,rooms,area,cafe_count,cafe_present,restaurant_count,restaurant_present,bar_count,bar_present,pub_count,pub_present,fast_food_count,fast_food_present,school_count,school_present,university_count,university_present,library_count,library_present,hospital_count,hospital_present,clinic_count,clinic_present,pharmacy_count,pharmacy_present,bank_count,bank_present,atm_count,atm_present,bus_station_count,bus_station_present,parking_count,parking_present,total_amenities
"Guggistrasse 14 A, 6005 Luzern",7980,47.0442778,8.2996906,4002006119,5.5,260.0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Giessenplatz 8, 8600 Dübendorf",7980,47.4007256,8.613221243516005,4001991943,5.5,260.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Via Sasso Corbaro 19, 6593 Cadenazzo",7980,46.15130057952928,8.944419531213565,4001979018,5.5,260.0,0,0,3,1,1,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,10
"Erlenmattstr. 67, 4058 Basel",7980,47.5702203,7.6026203,4001923522,5.5,260.0,1,1,4,1,2,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12
"Fachstrasse 10A, 8942 Oberrieden",7980,47.2800669,8.5778404,4002065798,5.5,260.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
"Zentralstrasse 7, 5627 Besenbüren",7980,47.31347199382689,8.343174236937083,4002064944,5.5,260.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Zentralstrasse 7, 5627 Besenbüren",7980,47.31347199382689,8.343174236937083,4002064922,5.5,260.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Zentralstrasse 7, 5627 Besenbüren",7980,47.31347199382689,8.343174236937083,4002064878,5.5,260.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Niklaus Konrad-Strasse 4, 4500 Solothurn",7980,47.20451390210879,7.539104019684887,4002053937,5.5,260.0,5,1,19,1,3,1,1,1,7,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,2,1,42
"Sägestr. 78, 3098 Köniz",7980,46.9234992,7.412723249999999,4002038494,5.5,260.0,2,1,10,1,0,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,2,1,2,1,5,1,0,0,0,0,25
"Hermann-Lienhardstrasse, 2502 Biel, 2504 Biel",7980,47.15335971802163,7.266918113897638,4002037903,5.5,260.0,1,1,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,4,1,15
"Regensdorferstrasse 65, 8049 Zürich",7980,47.4057851,8.491669648527166,4002028608,5.5,260.0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,1,7
"Schwendetalstrasse 13, 9057 Schwende",7980,47.30717810735074,9.435084607601722,4001516464,5.5,260.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,5
"Hubenstrasse 19, 8057 Zürich",6700,47.4034427,8.559250955954088,4002075486,6.5,170.0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"11 rue neuve du Molard, 1204 Genève",6700,46.2033385,6.1491184,4002070837,6.5,170.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Kirchgasse 4, 8524 Uesslingen",6700,47.5800216,8.829747663121518,4002066542,6.5,170.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
"Sonneggstr. 41, 8006 Zürich",6700,47.380462,8.545837108916057,4002065355,6.5,170.0,5,1,11,1,0,0,1,1,5,1,2,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,26
"Talstrasse 23, 4112 Flüh",6700,47.4860836,7.498951124978069,4002060877,6.5,170.0,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7
"Oberdorfgasse 39, 4107 Ettingen",6700,47.4762327,7.5453864,4002060876,6.5,170.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Untere Grundgasse 11, 9500 Wil SG",6700,47.471886989331885,9.057533759287113,4002055241,6.5,170.0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Centralstrasse 25, 2540 Grenchen",6700,47.19389355,7.395187744893286,4002038690,6.5,170.0,1,1,10,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,19
"Im Heugarten 47, 8617 Mönchaltorf",6700,47.3090093,8.725236969259775,4002038572,6.5,170.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Saumackerstrasse 28, 8048 Zürich",6700,47.3887156,8.488407815217391,4002021063,6.5,170.0,2,1,10,1,0,0,1,1,6,1,2,1,0,0,0,0,0,0,0,0,2,1,2,1,1,1,0,0,2,1,28
"Seestrasse 51, 8805 Richterswil",6700,47.2124572,8.702375165932201,4002012549,6.5,170.0,2,1,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,1,13
"Seestrasse 623, 8706 Meilen",6700,47.267748350000005,8.642523801279976,4002007176,6.5,170.0,0,0,4,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,3,1,1,1,0,0,2,1,13
"Föhrlibuckstrasse 7, 8304 Wallisellen",6700,47.409209700000005,8.603307650000005,4002002381,6.5,170.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Schlösslistrasse 13, 8044 Zürich",6700,47.385263,8.556671469917257,4001994154,6.5,170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Via Capriccio 16, 6855 Stabio",6700,45.848677963641954,8.933513949249786,4001986951,6.5,170.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
"Sonneggstr. 41, 8006 Zürich",6700,47.380462,8.545837108916057,4001983883,6.5,170.0,5,1,11,1,0,0,1,1,5,1,2,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,26
"Underem Berg 9, 8475 Ossingen",6700,47.61406635,8.722711651898727,4001978739,6.5,170.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
"Route de Cossonay 57, 1008 Prilly",6700,46.5371779,6.601186397571567,4001978380,6.5,170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Hauptstrasse 24, 8114 Dänikon ZH",6700,47.4460003,8.406764497030906,4001972093,6.5,170.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3
"Siewerdtstrasse 75, 8050 Zürich",2750,47.41222707079166,8.554573319832105,4001964230,2.5,33.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,5
"Passage Perdonnet 1, 1005 Lausanne",2750,46.520913,6.640209787160385,4001963201,2.5,33.0,3,1,15,1,1,1,0,0,7,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,31
"Rotwandstrasse 66, 8004 Zürich",2750,47.3758876,8.5294158,4001961027,2.5,33.0,7,1,40,1,17,1,0,0,8,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,2,1,0,0,2,1,79
"Wallenrütistrasse 16, 8234 Stetten SH",2750,47.73463605,8.656805457356477,4001889258,2.5,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
"Hinterbergstrasse 106, 8044 Zürich",2750,47.38514105,8.559907746084386,4001869489,2.5,33.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
"Spindelstrasse 9, 8041 Zürich",2750,47.33939796163503,8.518220321786435,4001765417,2.5,33.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Kreuzstrasse 3a, 3052 Zollikofen",2750,46.99624139998621,7.46113435005046,4001731221,2.5,33.0,0,0,5,1,1,1,0,0,3,1,0,0,0,0,1,1,0,0,0,0,2,1,2,1,2,1,0,0,5,1,21
"Kreuzstrasse 5, 3052 Zollikofen",2750,46.99713015,7.460558053618102,4001731198,2.5,33.0,0,0,5,1,1,1,0,0,2,1,0,0,0,0,1,1,0,0,0,0,2,1,2,1,2,1,0,0,4,1,19
"Grabenweg 15, 8484 Weisslingen",2750,47.42847146408095,8.769254069734341,4001671881,2.5,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,6
"Asylstrasse 14, 8953 Dietikon",2750,47.40164435,8.405244750457825,4001213834,2.5,33.0,4,1,4,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,18
"Nauengasse 14, 8427 Rorbas",2750,47.5326945,8.576552032786482,4002080956,2.5,33.0,1,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,1,13
6353 Weggis,2750,47.03189628530987,8.433771373374139,4002076708,2.5,33.0,1,1,4,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9
"Zollstrasse 14, 8219 Trasadingen",2750,47.66409265,8.433804350000003,4002067496,2.5,33.0,1,1,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Käsereistrasse 2 / 4 / 6, 8919 Rottenschwil",2750,47.31512446067656,8.363178536793532,4002065576,2.5,33.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
"Ilbachstrasse 14, 4228 Erschwil",2750,47.3750290204464,7.536895680856094,4002064525,2.5,33.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Rietstrasse 6, 8702 Zollikon",2750,47.3461825,8.576322881476464,4002062055,2.5,33.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3
"Rue des Epinettes, 1227 Carouge",2750,46.18874213266147,6.137177738468982,4002059679,2.5,33.0,5,1,22,1,1,1,0,0,2,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,36
"Röschenzerstrasse, 4053 Basel",2750,47.54061313569169,7.587552213860931,4002059059,2.5,33.0,4,1,3,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10
"Untere Grundgasse 11, 9500 Wil SG",2750,47.471886989331885,9.057533759287113,4002055240,2.5,33.0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Untere Grundgasse 11, 9500 Wil SG",3300,47.471886989331885,9.057533759287113,4002055239,4.5,170.0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Böndlerstrasse 54, 8802 Kilchberg ZH",3300,47.31596745,8.54880834858756,4002049676,4.5,170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Grossfeldstrasse 7, 6010 Kriens",3300,47.0332402,8.283929931561875,4002045481,4.5,170.0,0,0,4,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,6,1,16
"Gmeindrütistrasse 11, 8630 Rüti ZH",3300,47.26159345881681,8.867779674601445,4002028503,4.5,170.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,10
"Sonneggstr. 41, 8006 Zürich",3300,47.380462,8.545837108916057,4001983884,4.5,170.0,5,1,11,1,0,0,1,1,5,1,2,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,26
"Weiherweg 38, 4054 Basel",3300,47.5537867,7.5761886,4001979979,4.5,170.0,1,1,12,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,19
"Rotwandstrasse 66, 8004 Zürich",3300,47.3758876,8.5294158,4001950379,4.5,170.0,7,1,40,1,17,1,0,0,8,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,2,1,0,0,2,1,79
"Grabenweg 17, 8484 Weisslingen",3300,47.4296268,8.76936175209196,4001840960,4.5,170.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10,1,13
1012 Lausanne,3300,46.52532023878703,6.654456749929478,4001508481,4.5,170.0,0,0,4,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,0,0,0,0,11
"Motorenstrasse, 8005 Zürich",3300,47.38434396427632,8.528439931722138,4002078840,4.5,170.0,5,1,27,1,4,1,2,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,48
"St. Alban-Anlage 58, 4052 Basel",3300,47.5525328,7.6023191,4002078647,4.5,170.0,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,10
"Höhenweg 61, 8965 Berikon",3300,47.35645731665608,8.364022193915872,4002075286,4.5,170.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Avenue des Alpes 5, 1006 Lausanne",3300,46.51475925,6.638347572447524,4002073492,4.5,170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Seefeldstrasse 104, 8008 Zürich",3300,47.35929725,8.5526727,4002064667,4.5,170.0,5,1,8,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,2,1,0,0,0,0,19
"Karl Stauffer-Strasse, 8008 Zürich",3300,47.35517074021481,8.572854620731947,4002064533,4.5,170.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,1,0,0,0,0,6
"Dorfstrasse 31, 5244 Birrhard",3300,47.4331612,8.2458127,4002055225,4.5,170.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Seestrasse 136-142, 8707 Uetikon am See",3710,47.26182801772334,8.668122765104448,4002003120,8.5,300.0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,4
8152 Opfikon,3710,47.429687660338985,8.568407220813558,4001995122,8.5,300.0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
3780 Gstaad,3710,46.4761004,7.2873587,4001987343,8.5,300.0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Dorfstrasse 14, 4206 Seewen SO",3710,47.435012,7.656622998231198,4001978241,8.5,300.0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4
"Rotwandstrasse 66, 8004 Zürich",3710,47.3758876,8.5294158,4001915132,8.5,300.0,7,1,40,1,17,1,0,0,8,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,2,1,0,0,2,1,79
"Seengerstrasse 28, 5706 Boniswil",3710,47.31804,8.1878031,4001910718,8.5,300.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6
"Rotbuchstrasse 9, 8006 Zürich",3710,47.3908252,8.537652620686456,4001886542,8.5,300.0,4,1,8,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,18
"Dorfgasse 4, 8708 Männedorf",3710,47.2552406,8.688731842874493,4001867060,8.5,300.0,4,1,6,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,3,1,2,1,0,0,4,1,23
"Hottingerstrasse 38, 8032 Zürich",3710,47.36939095,8.553576490910046,4002081565,8.5,300.0,4,1,12,1,1,1,1,1,1,1,1,1,0,0,2,1,0,0,0,0,3,1,1,1,0,0,0,0,3,1,29
"Kammermattweg 3, 4107 Ettingen",3710,47.4845896,7.5460237,4002077167,8.5,300.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,4
"Mostelbergstrasse 3B, 6417 Sattel",3710,47.0765973,8.6326847,4002075406,8.5,300.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
"Chemin du Devin 47B, 1012 Lausanne",3710,46.5316201,6.6519271,4002071005,8.5,300.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
"Rütistrasse 4, 8032 Zürich",3710,47.3685518,8.56076049670398,4002069592,8.5,300.0,2,1,9,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,1,17
"Allmannstrasse 55, 8052 Zürich",3710,47.4173434,8.551007195791241,4002066429,8.5,300.0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Allmannstrasse 55, 8052 Zürich",4340,47.4173434,8.551007195791241,4002066402,4.5,121.0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Reimen 2, 8775 Hätzingen",4340,46.9591892,9.032821053279804,4002059553,4.5,121.0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5
8623 Wetzikon ZH,4340,47.33194777910799,8.815287635054773,4002047825,4.5,121.0,1,1,2,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11,1,17
"Aentenschnabel, 8353 Elgg",4340,47.4988302645021,8.863680082276126,4002038535,4.5,121.0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4
"Maurerweg 12, 2503 Biel",4340,47.1339541,7.2557085,4002038105,4.5,121.0,1,1,7,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,1,19
"Hauptstrasse 58, 8553 Hüttlingen",4340,47.57700697316777,8.963391446178802,4002037735,4.5,121.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Seefeldstrasse 231, 8008 Zürich",4340,47.3515728,8.5610673,4002024967,4.5,121.0,3,1,5,1,2,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,14
"Mülhauserstrasse, 4056 Basel",4340,47.56715671323375,7.577037294298449,4002006222,4.5,121.0,1,1,12,1,2,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,21
"Dorfstrasse 14, 4206 Seewen SO",4340,47.435012,7.656622998231198,4001978238,4.5,121.0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4
"Henri-Mussard, 1208 Genève",4340,46.19796704258514,6.162689956283832,4001977767,4.5,121.0,1,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5
"Eichelwiesenstrasse 4, 8305 Dietlikon",4340,47.4205726,8.620340136638688,4001964391,4.5,121.0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,5,1,12
"Rotwandstrasse 66, 8004 Zürich",4340,47.3758876,8.5294158,4001950380,4.5,121.0,7,1,40,1,17,1,0,0,8,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,2,1,0,0,2,1,79
"Rotwandstrasse 66, 8004 Zürich",4340,47.3758876,8.5294158,4001950370,4.5,121.0,7,1,40,1,17,1,0,0,8,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,2,1,0,0,2,1,79
"Bildstrasse, 9030 Abtwil SG",4340,47.42004857576465,9.31458970304635,4001933447,4.5,121.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,16,1,21
"Poststrasse 19, 2504 Biel/Bienne",4340,47.145834431576944,7.271972315313917,4001874968,4.5,121.0,0,0,3,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,3,1,0,0,5,1,18
"Birkenstrasse 2, 4144 Arlesheim",4340,47.4970514,7.564314100000001,4002065974,4.5,121.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3
"Klotenerstrasse 78, 8303 Bassersdorf",4340,47.44498655,8.622518934880409,4002064068,4.5,121.0,1,1,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,7,1,15
3280 Murten,4340,46.92391518978583,7.1162434390444815,4002063200,4.5,121.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Rainweg 1B, 4713 Matzendorf",3250,47.307481,7.627894885210045,4002053448,5.5,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
"Maurerweg 12, 2503 Biel",3250,47.1339541,7.2557085,4002039406,5.5,150.0,1,1,7,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,1,19
"Rue du Jura 7, 1196 Gland",3250,46.42413805,6.263368286486378,4001908556,5.5,150.0,1,1,3,1,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,3,1,1,1,1,1,0,0,0,0,12
"Baselstrasse 47, 4500 Solothurn",3250,47.2121206,7.5451733,4001899051,5.5,150.0,1,1,5,1,0,0,1,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,2,1,1,1,0,0,1,1,14
